player_name,national_team,club_name,club_wikipedia_url,club_country,start_age_est,end_age_est,start_year_est,end_year_est,source_primary,source_secondary,confidence,notes
Iñaki Williams,Ghana,Pamplona,https://en.wikipedia.org/wiki/CD_Pamplona,Spain,14,16,2008,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Iñaki_Williams,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2012. Club country still needs backfill.
Jerome Opoku,Ghana,Fulham,https://en.wikipedia.org/wiki/Fulham_F.C.,England,11,16,2009,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Jerome_Opoku,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2019. Club country still needs backfill.
Jonas Adjetey,Ghana,Teshie Football Academy,,Ghana,10,16,2013,2019,Wikipedia player infobox,https://en.wikipedia.org/wiki/Jonas_Adjetey,medium,First-pass youth record from Wikipedia. Original youth span: 2013–2019. Club country still needs backfill.
Jonas Adjetey,Ghana,Great Olympics,https://en.wikipedia.org/wiki/Accra_Great_Olympics_F.C.,Ghana,16,16,2019,2019,Wikipedia player infobox,https://en.wikipedia.org/wiki/Jonas_Adjetey,medium,First-pass youth record from Wikipedia. Original youth span: 2019–2020. Club country still needs backfill.
Jordan Ayew,Ghana,Lyon Duchère,https://en.wikipedia.org/wiki/AS_Lyon_Duchère,France,9,15,2000,2006,Wikipedia player infobox,https://en.wikipedia.org/wiki/Jordan_Ayew,medium,First-pass youth record from Wikipedia. Original youth span: 2000–2006. Club country still needs backfill.
Jordan Ayew,Ghana,Marseille,https://en.wikipedia.org/wiki/Olympique_de_Marseille,France,15,16,2006,2007,Wikipedia player infobox,https://en.wikipedia.org/wiki/Jordan_Ayew,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2009. Club country still needs backfill.
Kamaldeen Sulemana,Ghana,Right to Dream,https://en.wikipedia.org/wiki/Right_to_Dream_Academy,Ghana,11,16,2013,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Kamaldeen_Sulemana,medium,First-pass youth record from Wikipedia. Original youth span: 2013–2020. Club country still needs backfill.
Kamaldeen Sulemana,Ghana,Techiman Liberty FC,,Ghana,11,11,2013,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Kamaldeen_Sulemana,medium,First-pass youth record from Wikipedia. Original youth span: 0000 –2013. Club country still needs backfill.
Kwasi Sibo,Ghana,Cheetah FC,https://en.wikipedia.org/wiki/Cheetah_FC,Ghana,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Kwasi_Sibo,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Lawrence Ati-Zigi,Ghana,Red Bull Ghana,https://en.wikipedia.org/wiki/Red_Bull_Ghana,Ghana,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Lawrence_Ati-Zigi,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Marvin Senaya,Ghana,FC Mulhouse,https://en.wikipedia.org/wiki/FC_Mulhouse,France,15,15,2016,2016,Transfermarkt,https://www.transfermarkt.com/marvin-senaya/profil/spieler/830890,medium,Second-pass research. Original span: -2016. Club country pending backfill.
Marvin Senaya,Ghana,RC Strasbourg,https://en.wikipedia.org/wiki/RC_Strasbourg_Alsace,France,15,16,2016,2017,Transfermarkt,https://www.transfermarkt.com/marvin-senaya/profil/spieler/830890,medium,Second-pass research. Original span: 2016-2019. Club country pending backfill.
Thomas Partey,Ghana,Odometah,,Ghana,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Thomas_Partey,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Carlens Arcus,Haiti,Olé Brasil,https://en.wikipedia.org/wiki/Olé_Brasil_Futebol_Clube,Brazil,15,16,2011,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Carlens_Arcus,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2012. Club country still needs backfill.
Danley Jean Jacques,Haiti,Pérolas Negras,https://en.wikipedia.org/wiki/Pérolas_Negras,Brazil,14,16,2014,2016,Wikipedia player infobox,https://en.wikipedia.org/wiki/Danley_Jean_Jacques,medium,First-pass youth record from Wikipedia. Original youth span: 2014–2017. Club country still needs backfill.
Frantzdy Pierrot,Haiti,Seacoast United,https://en.wikipedia.org/wiki/Seacoast_United,Haiti,,,,,Transfermarkt,https://www.transfermarkt.com/frantzdy-pierrot/profil/spieler/492955,low,Second-pass research fallback. Club identified but ages 5-16 overlap could not be estimated reliably.
Hannes Delcroix,Haiti,Anderlecht,https://en.wikipedia.org/wiki/R.S.C._Anderlecht,Belgium,14,16,2013,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Hannes_Delcroix,medium,First-pass youth record from Wikipedia. Original youth span: 2013–2017. Club country still needs backfill.
Jean-Kévin Duverne,Haiti,AF Epinay,,Haiti,11,13,2008,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Jean-Kévin_Duverne,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2010. Club country still needs backfill.
Jean-Kévin Duverne,Haiti,Lens,https://en.wikipedia.org/wiki/RC_Lens,France,13,16,2010,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Jean-Kévin_Duverne,medium,First-pass youth record from Wikipedia. Original youth span: 2010–2016. Club country still needs backfill.
Jean-Ricner Bellegarde,Haiti,Villetaneuse CS,,Haiti,11,14,2009,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Jean-Ricner_Bellegarde,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2012. Club country still needs backfill.
Jean-Ricner Bellegarde,Haiti,Le Mans,https://en.wikipedia.org/wiki/Le_Mans_FC,France,14,15,2012,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Jean-Ricner_Bellegarde,medium,First-pass youth record from Wikipedia. Original youth span: 2012–2013. Club country still needs backfill.
Jean-Ricner Bellegarde,Haiti,Lens,https://en.wikipedia.org/wiki/RC_Lens,France,15,16,2013,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Jean-Ricner_Bellegarde,medium,First-pass youth record from Wikipedia. Original youth span: 2013–2016. Club country still needs backfill.
Johny Placide,Haiti,Le Havre,https://en.wikipedia.org/wiki/Le_Havre_AC,France,12,16,2000,2004,Wikipedia player infobox,https://en.wikipedia.org/wiki/Johny_Placide,medium,First-pass youth record from Wikipedia. Original youth span: 2000–2007. Club country still needs backfill.
Josué Casimir,Haiti,US Goyave,https://en.wikipedia.org/wiki/US_Goverment,United States,5,9,2006,2010,Transfermarkt,https://www.transfermarkt.com/josue-casimir/profil/spieler/763182,medium,Second-pass research. Original span: 2006-2010. Club country pending backfill.
Josué Casimir,Haiti,Mondial Club,https://en.wikipedia.org/wiki/Monday_Club,Haiti,9,11,2010,2012,Transfermarkt,https://www.transfermarkt.com/josue-casimir/profil/spieler/763182,medium,Second-pass research. Original span: 2010-2012. Club country pending backfill.
Josué Casimir,Haiti,Solidarité Scolaire,https://en.wikipedia.org/wiki/Solidarit%C3%A9-Scolaire,Haiti,11,15,2012,2016,Transfermarkt,https://www.transfermarkt.com/josue-casimir/profil/spieler/763182,medium,Second-pass research. Original span: 2012-2016. Club country pending backfill.
Josué Casimir,Haiti,Le Havre AC,https://en.wikipedia.org/wiki/Le_Havre_AC,France,15,16,2016,2017,Transfermarkt,https://www.transfermarkt.com/josue-casimir/profil/spieler/763182,medium,Second-pass research. Original span: 2016-2020. Club country pending backfill.
Lenny Joseph,Haiti,Paris Saint-Germain,https://en.wikipedia.org/wiki/Paris_Saint-Germain_FC,France,7,16,2007,2016,Transfermarkt,https://www.transfermarkt.com/lenny-joseph/profil/spieler/815359,medium,Second-pass research. Original span: 2007-2016. Club country pending backfill.
Lenny Joseph,Haiti,AS Montferrand,https://en.wikipedia.org/wiki/AS_Montferrand,France,16,16,2016,2016,Transfermarkt,https://www.transfermarkt.com/lenny-joseph/profil/spieler/815359,medium,Second-pass research. Original span: 2016-2018. Club country pending backfill.
Louicius Deedson,Haiti,Kalonji Soccer Academy,,Haiti,15,16,2016,2017,Wikipedia player infobox,https://en.wikipedia.org/wiki/Louicius_Deedson,medium,First-pass youth record from Wikipedia. Original youth span: 2016–2019. Club country still needs backfill.
Martin Expérience,Haiti,Xerez,https://en.wikipedia.org/wiki/Xerez_CD,Spain,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Martin_Expérience,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Martin Expérience,Haiti,Cercle Paul Bert Bréquigny,,Haiti,7,14,2006,2013,Transfermarkt,https://www.transfermarkt.com/martin-experience/profil/spieler/804885,medium,Second-pass research. Original span: 2006-2013. Club country pending backfill.
Martin Expérience,Haiti,Stade Rennais FC,,Haiti,14,16,2013,2015,Transfermarkt,https://www.transfermarkt.com/martin-experience/profil/spieler/804885,medium,Second-pass research. Original span: 2013-2017. Club country pending backfill.
Ricardo Adé,Haiti,Miami United,https://en.wikipedia.org/wiki/Miami_United_FC,United States,,,,,Wikipedia article text,https://en.wikipedia.org/wiki/Ricardo_Adé,low,Second-pass research fallback. Club identified but ages 5-16 overlap could not be estimated reliably.
Ruben Providence,Haiti,US Torcy,https://en.wikipedia.org/wiki/US_Torcy,France,12,13,2013,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ruben_Providence,medium,First-pass youth record from Wikipedia. Original youth span: 2013–2014. Club country still needs backfill.
Ruben Providence,Haiti,Paris Saint-Germain,https://en.wikipedia.org/wiki/Paris_Saint-Germain_Academy,France,13,16,2014,2017,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ruben_Providence,medium,First-pass youth record from Wikipedia. Original youth span: 2014–2019. Club country still needs backfill.
Wilson Isidor,Haiti,Le Rheu,,Haiti,7,9,2007,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Wilson_Isidor,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2009. Club country still needs backfill.
Wilson Isidor,Haiti,Rennes,https://en.wikipedia.org/wiki/Stade_Rennais_F.C.,France,9,16,2009,2016,Wikipedia player infobox,https://en.wikipedia.org/wiki/Wilson_Isidor,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2018. Club country still needs backfill.
Ali Nemati,IR Iran,Padideh,https://en.wikipedia.org/wiki/Padideh_Khorasan_FC,Iran,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ali_Nemati,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Alireza Beiranvand,IR Iran,Vahdat,,Iran,15,16,2007,2008,Wikipedia player infobox,https://en.wikipedia.org/wiki/Alireza_Beiranvand,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2008. Club country still needs backfill.
Alireza Beiranvand,IR Iran,Naft Tehran,https://en.wikipedia.org/wiki/Naft_Tehran,Iran,16,16,2008,2008,Wikipedia player infobox,https://en.wikipedia.org/wiki/Alireza_Beiranvand,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2011. Club country still needs backfill.
Arya Yousefi,IR Iran,Naft Ahvaz,https://en.wikipedia.org/wiki/Naft_Ahvaz_F.C.,Iran,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Arya_Yousefi,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Ehsan Hajsafi,IR Iran,Sepahan,https://en.wikipedia.org/wiki/Sepahan_Novin_F.C.,Iran,10,16,2000,2006,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ehsan_Hajsafi,medium,First-pass youth record from Wikipedia. Original youth span: 2000–2006. Club country still needs backfill.
Hossein Kanaanizadegan,IR Iran,Persepolis,https://en.wikipedia.org/wiki/Persepolis_F.C._Academy,Iran,15,16,2009,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Hossein_Kanaanizadegan,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2013. Club country still needs backfill.
Mehdi Taremi,IR Iran,Bargh Bushehr,,Iran,10,14,2002,2006,Wikipedia player infobox,https://en.wikipedia.org/wiki/Mehdi_Taremi,medium,First-pass youth record from Wikipedia. Original youth span: 2002–2006. Club country still needs backfill.
Mehdi Taremi,IR Iran,Iranjavan,https://en.wikipedia.org/wiki/F.C._Iranjavan_Bushehr,Iran,14,16,2006,2008,Wikipedia player infobox,https://en.wikipedia.org/wiki/Mehdi_Taremi,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2010. Club country still needs backfill.
Milad Mohammadi,IR Iran,Persepolis,https://en.wikipedia.org/wiki/Persepolis_F.C.,Iran,14,15,2007,2008,Wikipedia player infobox,https://en.wikipedia.org/wiki/Milad_Mohammadi,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2008. Club country still needs backfill.
Milad Mohammadi,IR Iran,Damash Tehran,https://en.wikipedia.org/wiki/Damash_Tehran,Iran,15,16,2008,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Milad_Mohammadi,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2012. Club country still needs backfill.
Mohammad Ghorbani,IR Iran,Havadar,https://en.wikipedia.org/wiki/Havadar_S.C.,Iran,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Mohammad_Ghorbani_(footballer),low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Mohammad Mohebi,IR Iran,Shahin Bushehr,https://en.wikipedia.org/wiki/Shahin_Bushehr_F.C.,Iran,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Mohammad_Mohebi,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Ramin Rezaeian,IR Iran,Shahrdari Sari,,Iran,12,16,2002,2006,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ramin_Rezaeian,medium,First-pass youth record from Wikipedia. Original youth span: 2002–2008. Club country still needs backfill.
Saeid Ezatolahi,IR Iran,Shahrdari Bandar Anzali,https://en.wikipedia.org/wiki/Shahrdari_Bandar_Anzali_F.C.,Iran,12,14,2008,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Saeid_Ezatolahi,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2010. Club country still needs backfill.
Saeid Ezatolahi,IR Iran,Malavan,https://en.wikipedia.org/wiki/Malavan,Iran,14,16,2010,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Saeid_Ezatolahi,medium,First-pass youth record from Wikipedia. Original youth span: 2010–2014. Club country still needs backfill.
Saleh Hardani,IR Iran,Foolad,https://en.wikipedia.org/wiki/Foolad_F.C.,Iran,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Saleh_Hardani,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Saman Ghoddos,IR Iran,BK Vången,https://en.wikipedia.org/wiki/Oxie_IF,Sweden,7,11,2000,2004,Wikipedia player infobox,https://en.wikipedia.org/wiki/Saman_Ghoddos,medium,First-pass youth record from Wikipedia. Original youth span: 2000–2004. Club country still needs backfill.
Saman Ghoddos,IR Iran,FC Malmö,,Sweden,11,14,2004,2007,Wikipedia player infobox,https://en.wikipedia.org/wiki/Saman_Ghoddos,medium,First-pass youth record from Wikipedia. Original youth span: 2004–2007. Club country still needs backfill.
Saman Ghoddos,IR Iran,IF Limhamn Bunkeflo,https://en.wikipedia.org/wiki/IF_Limhamn_Bunkeflo_(men),Sweden,14,16,2007,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Saman_Ghoddos,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2011. Club country still needs backfill.
Shahriyar Moghanlou,IR Iran,Sorkhpooshan,https://en.wikipedia.org/wiki/Sorkhpooshan_Delvar_Afzar_F.C.,Iran,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Shahriyar_Moghanlou,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Shojae Khalilzadeh,IR Iran,Shahrdari Amirkola,,Iran,16,16,2005,2005,Wikipedia player infobox,https://en.wikipedia.org/wiki/Shojae_Khalilzadeh,medium,First-pass youth record from Wikipedia. Original youth span: 2005–2007. Club country still needs backfill.
Ahmed Basil,Iraq,Al-Taji,https://en.wikipedia.org/wiki/Al-Taji_SC,Iraq,15,16,2011,2012,Wikipedia senior debut inference,https://en.wikipedia.org/wiki/Ahmed_Basil,medium,Second-pass research. Original span: 2011–2012. Club country pending backfill.
Ahmed Qasem,Iraq,Motala AIF,https://en.wikipedia.org/wiki/Motala_AIF,Sweden,15,15,2018,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ahmed_Qasem,medium,First-pass youth record from Wikipedia. Original youth span: 2018. Club country still needs backfill.
Akam Hashim,Iraq,Erbil,https://en.wikipedia.org/wiki/Erbil_SC,Iraq,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Akam_Hashim,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Ali Al-Hamadi,Iraq,Tranmere Rovers,https://en.wikipedia.org/wiki/Tranmere_Rovers_F.C.,England,13,16,2015,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ali_Al-Hamadi,medium,First-pass youth record from Wikipedia. Original youth span: 2015–2018. Club country still needs backfill.
Ali Al-Hamadi,Iraq,Swansea City,https://en.wikipedia.org/wiki/Swansea_City_A.F.C._Under-23s,England,16,16,2018,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ali_Al-Hamadi,medium,First-pass youth record from Wikipedia. Original youth span: 2018–2021. Club country still needs backfill.
Ali Jasim,Iraq,Al-Naft,https://en.wikipedia.org/wiki/Al-Naft_SC,Iraq,14,14,2018,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ali_Jasim,medium,First-pass youth record from Wikipedia. Original youth span: 0000 –2018. Club country still needs backfill.
Amir Al-Ammari,Iraq,Husqvarna FF,https://en.wikipedia.org/wiki/Husqvarna_FF,Sweden,12,16,2009,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Amir_Al-Ammari,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2013. Club country still needs backfill.
Amir Al-Ammari,Iraq,IFK Öxnehaga,https://en.wikipedia.org/wiki/IFK_Öxnehaga,Sweden,12,12,2009,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Amir_Al-Ammari,medium,First-pass youth record from Wikipedia. Original youth span: 0000 –2009. Club country still needs backfill.
Amir Al-Ammari,Iraq,Brøndby IF,https://en.wikipedia.org/wiki/Brøndby_IF,Denmark,16,16,2013,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Amir_Al-Ammari,medium,First-pass youth record from Wikipedia. Original youth span: 2013–2016. Club country still needs backfill.
Aymen Hussein,Iraq,Al-Alam,https://en.wikipedia.org/wiki/Al-Alam_SC,Iraq,13,15,2009,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Aymen_Hussein,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2011. Club country still needs backfill.
Aymen Hussein,Iraq,Tuz,https://en.wikipedia.org/wiki/Tuz_SC,Iraq,15,16,2011,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Aymen_Hussein,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2012. Club country still needs backfill.
Aymen Hussein,Iraq,Ghaz Al-Shamal,https://en.wikipedia.org/wiki/Ghaz_Al-Shamal_SC,Iraq,16,16,2012,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Aymen_Hussein,medium,First-pass youth record from Wikipedia. Original youth span: 2012–2013. Club country still needs backfill.
Frans Putros,Iraq,AGF,https://en.wikipedia.org/wiki/Aarhus_Gymnastikforening,Denmark,11,16,2004,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Frans_Putros,medium,First-pass youth record from Wikipedia. Original youth span: 2004–2012. Club country still needs backfill.
Frans Putros,Iraq,Skovbakken,https://en.wikipedia.org/wiki/IK_Skovbakken,Denmark,11,11,2004,2004,Wikipedia player infobox,https://en.wikipedia.org/wiki/Frans_Putros,medium,First-pass youth record from Wikipedia. Original youth span: 0000 –2004. Club country still needs backfill.
Hussein Ali,Iraq,Malmö FF,https://en.wikipedia.org/wiki/Malmö_FF,Sweden,,,,,Wikipedia player infobox,"https://en.wikipedia.org/wiki/Hussein_Ali_(footballer,_born_2002)",low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Ibrahim Bayesh,Iraq,Al-Iskan,https://en.wikipedia.org/wiki/Al-Iskan_SC,Iraq,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ibrahim_Bayesh,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Jalal Hassan,Iraq,Karbala,https://en.wikipedia.org/wiki/Karbalaa_FC,Iraq,,,,,Wikipedia senior debut inference,https://en.wikipedia.org/wiki/Jalal_Hassan,low,Second-pass research fallback. Club identified but ages 5-16 overlap could not be estimated reliably.
Merchas Doski,Iraq,Arminia Hannover,https://en.wikipedia.org/wiki/SV_Arminia_Hannover,Germany,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Merchas_Doski,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Rebin Sulaka,Iraq,Eskilstuna City,https://en.wikipedia.org/wiki/Eskilstuna_City_FK,Sweden,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Rebin_Sulaka,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Zaid Ismail,Iraq,Al-Naft,https://en.wikipedia.org/wiki/Al-Naft_SC,Iraq,15,16,2017,2018,Wikipedia senior debut inference,https://en.wikipedia.org/wiki/Zaid_Ismail,medium,Second-pass research. Original span: 2017–2020. Club country pending backfill.
Zaid Tahseen,Iraq,Al-Najaf,https://en.wikipedia.org/wiki/Al-Najaf_SC,Iraq,,,,,Wikipedia senior debut inference,https://en.wikipedia.org/wiki/Zaid_Tahseen,low,Second-pass research fallback. Club identified but ages 5-16 overlap could not be estimated reliably.
Zidane Iqbal,Iraq,Sale United,,Iraq,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Zidane_Iqbal,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Ao Tanaka,Japan,Saginuma SC,,Japan,5,8,2003,2006,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ao_Tanaka,medium,First-pass youth record from Wikipedia. Original youth span: 2001–2006. Club country still needs backfill.
Ao Tanaka,Japan,Kawasaki Frontale,https://en.wikipedia.org/wiki/Kawasaki_Frontale,Japan,9,16,2007,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ao_Tanaka,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2016. Club country still needs backfill.
Ayase Ueda,Japan,Kashima Gakuen High School,,Japan,16,16,2014,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ayase_Ueda,medium,First-pass youth record from Wikipedia. Original youth span: 2014–2016. Club country still needs backfill.
Ayumu Seko,Japan,Nakaizuo JSC,,Japan,7,9,2007,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ayumu_Seko,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2009. Club country still needs backfill.
Ayumu Seko,Japan,Cerezo Osaka,https://en.wikipedia.org/wiki/Cerezo_Osaka,Japan,10,16,2010,2016,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ayumu_Seko,medium,First-pass youth record from Wikipedia. Original youth span: 2010–2018. Club country still needs backfill.
Daichi Kamada,Japan,Kids FC,,Japan,12,12,2008,2008,Wikipedia player infobox,https://en.wikipedia.org/wiki/Daichi_Kamada,medium,First-pass youth record from Wikipedia. Original youth span: 0000 –2008. Club country still needs backfill.
Daichi Kamada,Japan,Gamba Osaka,https://en.wikipedia.org/wiki/Gamba_Osaka,Japan,13,15,2009,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Daichi_Kamada,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2011. Club country still needs backfill.
Daichi Kamada,Japan,Higashiyama High School,,Japan,16,16,2012,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Daichi_Kamada,medium,First-pass youth record from Wikipedia. Original youth span: 2012–2014. Club country still needs backfill.
Daizen Maeda,Japan,Taishi JSC,,Japan,7,12,2004,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Daizen_Maeda,medium,First-pass youth record from Wikipedia. Original youth span: 2004–2009. Club country still needs backfill.
Daizen Maeda,Japan,Kawakami FC,,Japan,13,15,2010,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Daizen_Maeda,medium,First-pass youth record from Wikipedia. Original youth span: 2010–2012. Club country still needs backfill.
Daizen Maeda,Japan,Yamanashi Gakuin University High School,,Japan,16,16,2013,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Daizen_Maeda,medium,First-pass youth record from Wikipedia. Original youth span: 2013–2015. Club country still needs backfill.
Hiroki Ito,Japan,Hamamatsu Kaba SSS,,Japan,12,12,2011,2011,Wikipedia player infobox,"https://en.wikipedia.org/wiki/Hiroki_Ito_(footballer,_born_1999)",medium,First-pass youth record from Wikipedia. Original youth span: 0000 –2011. Club country still needs backfill.
Hiroki Ito,Japan,Júbilo Iwata,https://en.wikipedia.org/wiki/Júbilo_Iwata,Japan,13,16,2012,2015,Wikipedia player infobox,"https://en.wikipedia.org/wiki/Hiroki_Ito_(footballer,_born_1999)",medium,First-pass youth record from Wikipedia. Original youth span: 2012–2017. Club country still needs backfill.
Junya Ito,Japan,Kamoi SC,,Japan,6,11,1999,2004,Wikipedia player infobox,https://en.wikipedia.org/wiki/Junya_Ito,medium,First-pass youth record from Wikipedia. Original youth span: 1999–2004. Club country still needs backfill.
Junya Ito,Japan,Yokosuka Seagulls,,Japan,12,14,2005,2007,Wikipedia player infobox,https://en.wikipedia.org/wiki/Junya_Ito,medium,First-pass youth record from Wikipedia. Original youth span: 2005–2007. Club country still needs backfill.
Junya Ito,Japan,Zuyo High School,,Japan,15,16,2008,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Junya_Ito,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2010. Club country still needs backfill.
Kaishu Sano,Japan,FC Viparte,,Switzerland,7,15,2007,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Kaishu_Sano,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2015. Club country still needs backfill.
Kaishu Sano,Japan,Yonago Kita High School,,Japan,16,16,2016,2016,Wikipedia player infobox,https://en.wikipedia.org/wiki/Kaishu_Sano,medium,First-pass youth record from Wikipedia. Original youth span: 2016–2018. Club country still needs backfill.
Keito Nakamura,Japan,Mitsubishi Yowa,https://en.wikipedia.org/wiki/Mitsubishi_Yowa,Japan,12,16,2012,2016,Wikipedia player infobox,https://en.wikipedia.org/wiki/Keito_Nakamura,medium,First-pass youth record from Wikipedia. Original youth span: 2012–2017. Club country still needs backfill.
Ko Itakura,Japan,Kawasaki Frontale,https://en.wikipedia.org/wiki/Kawasaki_Frontale,Japan,9,16,2006,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ko_Itakura,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2014. Club country still needs backfill.
